date,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv
2010-01-03,20,71.0,-10,-9.0,1022.0,4.02,26,0,0,1,0,0
2010-01-03,21,72.0,-11,-10.0,1023.0,7.15,27,0,0,1,0,0
2010-01-03,22,76.0,-11,-9.0,1023.0,11.17,0,0,0,1,0,0
2010-01-03,23,73.0,-12,-11.0,1023.0,14.3,0,0,0,1,0,0
2010-01-04,0,79.0,-14,-12.0,1023.0,16.09,0,0,0,1,0,0
2010-01-04,1,58.0,-16,-9.0,1023.0,21.9,0,0,0,1,0,0
2010-01-04,2,25.0,-17,-10.0,1024.0,29.95,0,0,0,1,0,0
2010-01-04,3,26.0,-18,-11.0,1024.0,39.78,0,0,0,1,0,0
2010-01-04,4,28.0,-19,-11.0,1025.0,48.72,0,0,0,1,0,0
2010-01-04,5,26.0,-20,-12.0,1026.0,55.87,0,0,0,1,0,0
2010-01-04,6,20.0,-21,-12.0,1027.0,64.81,0,0,0,1,0,0
2010-01-04,7,29.0,-21,-13.0,1027.0,73.75,0,0,0,1,0,0
2010-01-04,8,26.0,-22,-13.0,1028.0,80.9,0,0,0,1,0,0
2010-01-04,9,27.0,-22,-13.0,1029.0,90.73,0,0,0,1,0,0
2010-01-04,10,27.0,-22,-12.0,1030.0,100.56,0,0,0,1,0,0
2010-01-04,11,25.0,-23,-12.0,1031.0,108.61,0,0,0,1,0,0
2010-01-04,12,29.0,-21,-11.0,1030.0,117.55,0,0,0,1,0,0
2010-01-04,13,32.0,-20,-10.0,1030.0,127.38,0,0,0,1,0,0
2010-01-04,14,28.0,-21,-10.0,1030.0,136.32,0,0,0,1,0,0
2010-01-04,15,29.0,-21,-9.0,1030.0,145.26,0,0,0,1,0,0
2010-01-04,16,30.0,-21,-9.0,1031.0,152.41,0,0,0,1,0,0
2010-01-04,17,30.0,-20,-11.0,1032.0,159.56,0,0,0,1,0,0
2010-01-04,18,28.0,-23,-11.0,1032.0,165.37,0,0,0,1,0,0
2010-01-04,19,26.0,-21,-12.0,1033.0,171.18,0,0,0,1,0,0
2010-01-04,20,31.0,-24,-12.0,1034.0,180.12,0,0,0,1,0,0
2010-01-04,21,33.0,-24,-13.0,1034.0,187.27,0,0,0,1,0,0
2010-01-04,22,29.0,-24,-13.0,1035.0,195.32,0,0,0,1,0,0
2010-01-04,23,31.0,-26,-15.0,1035.0,198.45,0,0,0,1,0,0
2010-01-05,0,30.0,-26,-17.0,1035.0,201.58,0,0,0,1,0,0
2010-01-05,1,34.0,-26,-18.0,1035.0,205.6,0,0,0,1,0,0
2010-01-05,2,27.0,-26,-19.0,1035.0,208.73,0,0,0,1,0,0
2010-01-05,3,25.0,-27,-18.0,1035.0,213.65,0,0,0,1,0,0
2010-01-05,4,28.0,-27,-19.0,1035.0,218.57,0,0,0,1,0,0
2010-01-05,5,28.0,-27,-16.0,1034.0,4.92,0,0,1,0,0,0
2010-01-05,6,27.0,-26,-16.0,1035.0,8.05,0,0,1,0,0,0
2010-01-05,7,27.0,-27,-16.0,1034.0,13.86,0,0,1,0,0,0
2010-01-05,8,27.0,-26,-16.0,1035.0,18.78,0,0,1,0,0,0
2010-01-05,9,29.0,-26,-15.0,1035.0,24.59,0,0,1,0,0,0
2010-01-05,10,36.0,-25,-14.0,1035.0,29.51,0,0,1,0,0,0
2010-01-05,11,30.0,-25,-13.0,1035.0,34.43,0,0,1,0,0,0
2010-01-05,12,27.0,-25,-12.0,1034.0,39.35,0,0,1,0,0,0
2010-01-05,13,39.0,-24,-11.0,1032.0,41.14,0,0,1,0,0,0
2010-01-05,14,41.0,-22,-11.0,1032.0,0.89,0,0,0,0,0,1
2010-01-05,15,33.0,-23,-11.0,1031.0,1.79,0,0,0,1,0,0
2010-01-05,16,50.0,-24,-11.0,1031.0,3.58,0,0,0,1,0,0
2010-01-05,17,56.0,-23,-11.0,1031.0,5.37,0,0,0,1,0,0
2010-01-05,18,59.0,-23,-11.0,1032.0,7.16,0,0,0,1,0,0
2010-01-05,19,60.0,-22,-13.0,1033.0,10.29,0,0,0,1,0,0
2010-01-05,20,84.0,-22,-12.0,1033.0,13.42,0,0,0,1,0,0
2010-01-05,21,106.0,-24,-18.0,1033.0,16.55,0,0,0,1,0,0
2010-01-05,22,66.0,-22,-13.0,1034.0,20.57,0,0,0,1,0,0
2010-01-05,23,50.0,-22,-16.0,1033.0,23.7,0,0,0,1,0,0
2010-01-06,0,56.0,-25,-17.0,1033.0,26.83,0,0,0,1,0,0
2010-01-06,1,77.0,-25,-14.0,1033.0,4.02,0,0,1,0,0,0
2010-01-06,2,50.0,-26,-14.0,1034.0,8.04,0,0,1,0,0,0
2010-01-06,3,44.0,-26,-14.0,1033.0,13.85,0,0,1,0,0,0
2010-01-06,4,27.0,-26,-14.0,1033.0,17.87,0,0,1,0,0,0
2010-01-06,5,28.0,-26,-14.0,1033.0,23.68,0,0,1,0,0,0
2010-01-06,6,21.0,-26,-14.0,1033.0,28.6,0,0,1,0,0,0
2010-01-06,7,25.0,-26,-15.0,1034.0,33.52,0,0,1,0,0,0
2010-01-06,8,20.0,-26,-14.0,1034.0,39.33,0,0,1,0,0,0
2010-01-06,9,29.0,-25,-13.0,1035.0,44.25,0,0,1,0,0,0
2010-01-06,10,34.0,-25,-12.0,1035.0,50.06,0,0,1,0,0,0
2010-01-06,11,42.0,-24,-11.0,1035.0,54.98,0,0,1,0,0,0
2010-01-06,12,28.0,-24,-10.0,1034.0,59.0,0,0,1,0,0,0
2010-01-06,13,36.0,-22,-10.0,1033.0,4.02,0,0,0,1,0,0
2010-01-06,14,48.0,-22,-9.0,1033.0,5.81,0,0,0,1,0,0
2010-01-06,15,49.0,-22,-8.0,1033.0,0.89,0,0,0,0,0,1
2010-01-06,16,52.0,-22,-8.0,1033.0,1.79,0,0,0,1,0,0
2010-01-06,17,56.0,-21,-9.0,1033.0,3.58,0,0,0,1,0,0
2010-01-06,18,96.0,-22,-9.0,1033.0,5.37,0,0,0,1,0,0
2010-01-06,19,75.0,-22,-14.0,1034.0,0.89,0,0,0,0,0,1
2010-01-06,20,105.0,-22,-12.0,1035.0,1.79,0,0,0,1,0,0
2010-01-06,21,132.0,-21,-14.0,1034.0,3.58,0,0,0,1,0,0
2010-01-06,22,93.0,-22,-16.0,1035.0,5.37,0,0,0,1,0,0
2010-01-06,23,131.0,-21,-16.0,1035.0,7.16,0,0,0,1,0,0
2010-01-08,0,210.0,-21,-17.0,1031.0,1.79,0,0,0,1,0,0
2010-01-08,1,195.0,-19,-16.0,1031.0,3.58,0,0,0,1,0,0
2010-01-08,2,275.0,-20,-16.0,1031.0,0.89,0,0,1,0,0,0
2010-01-08,3,164.0,-19,-15.0,1030.0,0.89,0,0,0,0,1,0
2010-01-08,4,110.0,-18,-15.0,1030.0,0.45,0,0,0,0,0,1
2010-01-08,5,100.0,-18,-15.0,1029.0,1.34,0,0,0,0,0,1
2010-01-08,6,81.0,-18,-15.0,1029.0,1.79,0,0,0,1,0,0
2010-01-08,7,71.0,-16,-13.0,1029.0,0.89,0,0,1,0,0,0
2010-01-08,8,66.0,-16,-12.0,1029.0,0.89,0,0,0,0,1,0
2010-01-08,9,92.0,-16,-12.0,1030.0,1.78,0,0,0,0,1,0
2010-01-08,10,135.0,-17,-10.0,1030.0,0.89,0,0,1,0,0,0
2010-01-08,11,155.0,-16,-10.0,1029.0,0.89,0,0,0,0,0,1
2010-01-08,12,198.0,-16,-9.0,1028.0,3.13,0,0,0,0,1,0
2010-01-08,13,250.0,-15,-8.0,1026.0,4.92,0,0,0,0,1,0
2010-01-08,14,200.0,-16,-8.0,1026.0,0.89,0,0,0,0,0,1
2010-01-08,15,231.0,-16,-8.0,1025.0,1.78,0,0,0,0,0,1
2010-01-08,16,250.0,-16,-8.0,1025.0,2.67,0,0,0,0,0,1
2010-01-08,17,212.0,-17,-8.0,1025.0,0.89,0,0,0,0,1,0
2010-01-08,18,219.0,-17,-9.0,1026.0,0.45,0,0,0,0,0,1
2010-01-08,19,227.0,-17,-11.0,1026.0,1.34,0,0,0,0,0,1
2010-01-08,20,226.0,-17,-12.0,1026.0,1.79,0,0,0,0,0,1
2010-01-08,21,225.0,-18,-14.0,1027.0,1.79,0,0,0,1,0,0
2010-01-08,22,168.0,-16,-9.0,1027.0,4.92,0,0,0,1,0,0
2010-01-08,23,169.0,-16,-11.0,1027.0,6.71,0,0,0,1,0,0
2010-01-09,0,165.0,-17,-13.0,1027.0,0.89,0,0,0,0,0,1
2010-01-09,1,159.0,-17,-13.0,1027.0,3.13,0,0,0,1,0,0
2010-01-09,2,167.0,-17,-14.0,1027.0,4.92,0,0,0,1,0,0
2010-01-09,3,196.0,-17,-15.0,1027.0,8.05,0,0,0,1,0,0
2010-01-09,4,169.0,-17,-13.0,1027.0,9.84,0,0,0,1,0,0
2010-01-09,5,155.0,-19,-16.0,1027.0,13.86,0,0,0,1,0,0
2010-01-09,6,119.0,-18,-15.0,1027.0,17.88,0,0,0,1,0,0
2010-01-09,7,106.0,-19,-15.0,1027.0,21.9,0,0,0,1,0,0
2010-01-09,8,93.0,-18,-14.0,1028.0,25.92,0,0,0,1,0,0
2010-01-09,9,84.0,-18,-9.0,1029.0,5.81,0,0,1,0,0,0
2010-01-09,10,73.0,-17,-7.0,1029.0,11.62,0,0,1,0,0,0
2010-01-09,11,66.0,-17,-6.0,1030.0,17.43,0,0,1,0,0,0
2010-01-09,12,40.0,-16,-6.0,1029.0,23.24,0,0,1,0,0,0
2010-01-09,13,49.0,-16,-5.0,1029.0,28.16,0,0,1,0,0,0
2010-01-09,14,50.0,-15,-4.0,1029.0,33.08,0,0,1,0,0,0
2010-01-09,15,49.0,-14,-4.0,1028.0,37.1,0,0,1,0,0,0
2010-01-09,16,41.0,-15,-4.0,1029.0,38.89,0,0,1,0,0,0
2010-01-09,17,37.0,-15,-4.0,1030.0,1.79,0,0,0,1,0,0
2010-01-09,18,45.0,-15,-7.0,1030.0,3.13,0,0,1,0,0,0
2010-01-09,19,44.0,-15,-6.0,1031.0,3.13,0,0,0,1,0,0
2010-01-09,20,54.0,-15,-7.0,1032.0,4.92,0,0,0,1,0,0
2010-01-09,21,50.0,-15,-6.0,1032.0,3.13,0,0,1,0,0,0
2010-01-09,22,47.0,-15,-8.0,1033.0,0.45,0,0,0,0,0,1
2010-01-09,23,66.0,-15,-8.0,1033.0,0.9,0,0,0,0,0,1
2010-01-10,0,75.0,-15,-11.0,1033.0,0.89,0,0,0,1,0,0
2010-01-10,1,82.0,-17,-13.0,1033.0,1.78,0,0,0,1,0,0
2010-01-10,2,66.0,-17,-12.0,1033.0,4.91,0,0,0,1,0,0
2010-01-10,3,83.0,-17,-13.0,1033.0,8.04,0,0,0,1,0,0
2010-01-10,4,62.0,-19,-14.0,1032.0,9.83,0,0,0,1,0,0
2010-01-10,5,40.0,-18,-13.0,1032.0,12.96,0,0,0,1,0,0
2010-01-10,6,23.0,-19,-13.0,1032.0,16.09,0,0,0,1,0,0
2010-01-10,7,25.0,-19,-14.0,1033.0,19.22,0,0,0,1,0,0
2010-01-10,8,27.0,-19,-14.0,1034.0,22.35,0,0,0,1,0,0
2010-01-10,9,35.0,-17,-12.0,1033.0,24.14,0,0,0,1,0,0
2010-01-10,10,50.0,-16,-7.0,1033.0,4.02,0,0,1,0,0,0
2010-01-10,11,70.0,-15,-7.0,1033.0,3.13,0,0,0,1,0,0
2010-01-10,12,75.0,-15,-7.0,1032.0,6.26,0,0,0,1,0,0
2010-01-10,13,58.0,-14,-6.0,1031.0,9.39,0,0,0,1,0,0
2010-01-10,14,70.0,-14,-6.0,1031.0,12.52,0,0,0,1,0,0
2010-01-10,15,68.0,-13,-5.0,1030.0,14.31,0,0,0,1,0,0
2010-01-10,16,71.0,-14,-5.0,1031.0,16.1,0,0,0,1,0,0
2010-01-10,17,88.0,-14,-6.0,1031.0,19.23,0,0,0,1,0,0
2010-01-10,18,84.0,-13,-7.0,1032.0,23.25,0,0,0,1,0,0
2010-01-10,19,83.0,-15,-6.0,1032.0,27.27,0,0,0,1,0,0
2010-01-10,20,66.0,-15,-6.0,1033.0,30.4,0,0,0,1,0,0
2010-01-10,21,27.0,-15,-4.0,1034.0,35.32,0,0,0,1,0,0
2010-01-10,22,24.0,-16,-4.0,1034.0,44.26,0,0,0,1,0,0
2010-01-10,23,22.0,-17,-5.0,1035.0,52.31,0,0,0,1,0,0
2010-01-11,0,23.0,-17,-6.0,1035.0,60.36,0,0,0,1,0,0
2010-01-11,1,27.0,-17,-8.0,1035.0,0.89,0,0,0,0,0,1
2010-01-11,2,23.0,-19,-11.0,1036.0,4.02,0,0,0,1,0,0
2010-01-11,3,17.0,-20,-11.0,1036.0,8.94,0,0,0,1,0,0
2010-01-11,4,17.0,-21,-11.0,1035.0,4.02,0,0,1,0,0,0
2010-01-11,5,16.0,-22,-12.0,1035.0,3.13,0,0,0,1,0,0
2010-01-11,6,16.0,-22,-12.0,1035.0,4.92,0,0,1,0,0,0
2010-01-11,7,20.0,-22,-13.0,1036.0,5.81,0,0,0,1,0,0
2010-01-11,8,20.0,-22,-9.0,1036.0,13.86,0,0,0,1,0,0
2010-01-11,9,18.0,-22,-10.0,1036.0,21.91,0,0,0,1,0,0
2010-01-11,10,25.0,-22,-9.0,1036.0,29.06,0,0,0,1,0,0
2010-01-11,11,26.0,-21,-9.0,1036.0,33.08,0,0,0,1,0,0
2010-01-11,12,27.0,-20,-6.0,1035.0,42.02,0,0,0,1,0,0
2010-01-11,13,28.0,-19,-5.0,1034.0,50.96,0,0,0,1,0,0
2010-01-11,14,15.0,-19,-5.0,1033.0,59.01,0,0,0,1,0,0
2010-01-11,15,24.0,-20,-5.0,1033.0,66.16,0,0,0,1,0,0
2010-01-11,16,13.0,-20,-5.0,1032.0,71.97,0,0,0,1,0,0
2010-01-11,17,13.0,-20,-5.0,1033.0,76.89,0,0,0,1,0,0
2010-01-11,18,13.0,-20,-7.0,1033.0,81.81,0,0,0,1,0,0
2010-01-11,19,17.0,-22,-7.0,1033.0,85.83,0,0,0,1,0,0
2010-01-11,20,20.0,-22,-8.0,1033.0,89.85,0,0,0,1,0,0
2010-01-11,21,27.0,-23,-10.0,1033.0,91.64,0,0,0,1,0,0
2010-01-11,22,20.0,-23,-13.0,1033.0,93.43,0,0,0,1,0,0
2010-01-11,23,15.0,-22,-12.0,1032.0,0.89,0,0,0,0,0,1
2010-01-12,0,21.0,-22,-15.0,1031.0,1.78,0,0,0,0,0,1
2010-01-12,1,21.0,-22,-14.0,1031.0,1.79,0,0,1,0,0,0
2010-01-12,2,37.0,-22,-14.0,1031.0,0.89,0,0,0,1,0,0
2010-01-12,3,26.0,-24,-18.0,1030.0,1.79,0,0,1,0,0,0
2010-01-12,4,15.0,-24,-13.0,1030.0,3.58,0,0,1,0,0,0
2010-01-12,5,9.0,-25,-14.0,1030.0,3.13,0,0,0,1,0,0
2010-01-12,6,11.0,-24,-14.0,1030.0,7.15,0,0,0,1,0,0
2010-01-12,7,11.0,-25,-12.0,1030.0,12.96,0,0,0,1,0,0
2010-01-12,8,16.0,-26,-14.0,1030.0,16.98,0,0,0,1,0,0
2010-01-12,9,13.0,-25,-12.0,1031.0,21.0,0,0,0,1,0,0
2010-01-12,10,15.0,-25,-11.0,1031.0,26.81,0,0,0,1,0,0
2010-01-12,11,21.0,-24,-11.0,1030.0,35.75,0,0,0,1,0,0
2010-01-12,12,24.0,-23,-11.0,1029.0,47.82,0,0,0,1,0,0
2010-01-12,13,22.0,-22,-11.0,1029.0,63.02,0,0,0,1,0,0
2010-01-12,14,22.0,-23,-11.0,1029.0,75.98,0,0,0,1,0,0
2010-01-12,15,22.0,-22,-11.0,1029.0,88.05,0,0,0,1,0,0
2010-01-12,16,19.0,-23,-11.0,1030.0,101.01,0,0,0,1,0,0
2010-01-12,17,23.0,-24,-11.0,1030.0,109.06,0,0,0,1,0,0
2010-01-12,18,25.0,-24,-11.0,1032.0,118.0,0,0,0,1,0,0
2010-01-12,19,25.0,-23,-11.0,1032.0,126.05,0,0,0,1,0,0
2010-01-12,20,31.0,-23,-12.0,1032.0,134.1,0,0,0,1,0,0
2010-01-12,21,25.0,-24,-12.0,1033.0,142.15,0,0,0,1,0,0
2010-01-12,22,22.0,-23,-12.0,1033.0,150.2,0,0,0,1,0,0
2010-01-12,23,22.0,-23,-12.0,1034.0,160.03,0,0,0,1,0,0
2010-01-13,0,15.0,-24,-12.0,1034.0,169.86,0,0,0,1,0,0
2010-01-13,1,16.0,-24,-12.0,1033.0,178.8,0,0,0,1,0,0
2010-01-13,2,11.0,-25,-12.0,1033.0,189.98,0,0,0,1,0,0
2010-01-13,3,11.0,-24,-13.0,1033.0,198.03,0,0,0,1,0,0
2010-01-13,4,12.0,-25,-12.0,1032.0,205.18,0,0,0,1,0,0
2010-01-13,5,11.0,-25,-12.0,1033.0,215.01,0,0,0,1,0,0
2010-01-13,6,12.0,-25,-12.0,1032.0,226.19,0,0,0,1,0,0
2010-01-13,7,27.0,-25,-12.0,1032.0,235.13,0,0,0,1,0,0
2010-01-13,8,28.0,-25,-12.0,1032.0,243.18,0,0,0,1,0,0
2010-01-13,9,34.0,-23,-11.0,1033.0,252.12,0,0,0,1,0,0
2010-01-13,10,33.0,-23,-10.0,1033.0,257.93,0,0,0,1,0,0
2010-01-13,11,36.0,-22,-9.0,1033.0,263.74,0,0,0,1,0,0
2010-01-13,12,26.0,-21,-8.0,1031.0,270.89,0,0,0,1,0,0
2010-01-13,13,49.0,-21,-6.0,1030.0,278.94,0,0,0,1,0,0
2010-01-13,14,52.0,-20,-5.0,1029.0,286.99,0,0,0,1,0,0
2010-01-13,15,47.0,-22,-5.0,1028.0,294.14,0,0,0,1,0,0
2010-01-13,16,47.0,-21,-5.0,1028.0,299.06,0,0,0,1,0,0
2010-01-13,17,39.0,-19,-7.0,1028.0,1.79,0,0,0,0,1,0
2010-01-13,18,59.0,-19,-8.0,1028.0,0.45,0,0,0,0,0,1
2010-01-13,19,76.0,-20,-9.0,1028.0,1.34,0,0,0,0,0,1
2010-01-13,20,96.0,-19,-10.0,1027.0,1.79,0,0,0,0,1,0
2010-01-13,21,95.0,-19,-13.0,1027.0,0.89,0,0,0,0,0,1
2010-01-13,22,68.0,-18,-12.0,1027.0,1.78,0,0,0,0,0,1
2010-01-13,23,65.0,-18,-13.0,1027.0,0.89,0,0,1,0,0,0
2010-01-15,0,36.0,-19,-7.0,1034.0,13.86,0,0,1,0,0,0
2010-01-15,1,37.0,-17,-8.0,1035.0,5.81,0,0,0,1,0,0
2010-01-15,2,30.0,-18,-10.0,1035.0,11.62,0,0,0,1,0,0
2010-01-15,3,18.0,-19,-10.0,1036.0,14.75,0,0,0,1,0,0
2010-01-15,4,21.0,-19,-9.0,1036.0,19.67,0,0,0,1,0,0
2010-01-15,5,13.0,-19,-9.0,1036.0,7.15,0,0,1,0,0,0
2010-01-15,6,23.0,-20,-9.0,1037.0,12.96,0,0,1,0,0,0
2010-01-15,7,26.0,-19,-9.0,1037.0,18.77,0,0,1,0,0,0
2010-01-15,8,27.0,-19,-8.0,1038.0,22.79,0,0,1,0,0,0
2010-01-15,9,30.0,-19,-8.0,1039.0,28.6,0,0,1,0,0,0
2010-01-15,10,28.0,-19,-7.0,1039.0,35.75,0,0,1,0,0,0
2010-01-15,11,26.0,-18,-6.0,1039.0,41.56,0,0,1,0,0,0
2010-01-15,12,26.0,-18,-5.0,1039.0,45.58,0,0,1,0,0,0
2010-01-15,13,31.0,-17,-4.0,1038.0,1.79,0,0,0,1,0,0
2010-01-15,14,35.0,-16,-3.0,1037.0,0.89,0,0,0,0,0,1
2010-01-15,15,36.0,-17,-3.0,1037.0,1.78,0,0,0,0,0,1
2010-01-15,16,37.0,-17,-2.0,1037.0,2.23,0,0,0,0,0,1
2010-01-15,17,64.0,-15,-5.0,1036.0,0.89,0,0,0,0,1,0
2010-01-15,18,83.0,-15,-6.0,1036.0,0.89,0,0,0,0,0,1
2010-01-15,19,91.0,-15,-6.0,1037.0,1.78,0,0,0,0,0,1
2010-01-15,20,90.0,-14,-6.0,1037.0,1.79,0,0,0,0,1,0
2010-01-15,21,102.0,-14,-8.0,1036.0,3.58,0,0,0,0,1,0
2010-01-15,22,94.0,-14,-10.0,1037.0,0.89,0,0,0,0,0,1
2010-01-15,23,87.0,-15,-11.0,1036.0,1.78,0,0,0,0,0,1
2010-01-16,0,141.0,-15,-11.0,1036.0,2.67,0,0,0,0,0,1
2010-01-16,1,211.0,-16,-13.0,1036.0,0.89,0,0,1,0,0,0
2010-01-16,2,242.0,-16,-12.0,1036.0,0.89,0,0,0,0,0,1
2010-01-16,3,271.0,-16,-13.0,1035.0,0.89,0,0,1,0,0,0
2010-01-16,4,249.0,-15,-12.0,1035.0,1.78,0,0,1,0,0,0
2010-01-16,5,200.0,-14,-10.0,1034.0,1.79,0,0,0,1,0,0
2010-01-16,6,147.0,-15,-10.0,1034.0,2.68,0,0,0,1,0,0
2010-01-16,7,114.0,-15,-11.0,1034.0,4.47,0,0,0,1,0,0
2010-01-16,8,102.0,-15,-11.0,1034.0,6.26,0,0,0,1,0,0
2010-01-16,9,108.0,-14,-9.0,1034.0,8.05,0,0,0,1,0,0
2010-01-16,10,135.0,-14,-9.0,1034.0,9.84,0,0,0,1,0,0
2010-01-16,11,120.0,-13,-6.0,1034.0,0.89,0,0,0,0,0,1
2010-01-16,12,148.0,-13,-5.0,1033.0,1.79,0,0,0,1,0,0
2010-01-16,13,127.0,-12,-4.0,1031.0,0.89,0,0,0,0,0,1
2010-01-16,14,128.0,-12,-3.0,1031.0,1.78,0,0,0,0,0,1
2010-01-16,15,140.0,-12,-3.0,1030.0,2.67,0,0,0,0,0,1
2010-01-16,16,148.0,-11,-3.0,1030.0,3.56,0,0,0,0,0,1
2010-01-16,17,150.0,-11,-4.0,1031.0,0.89,0,0,1,0,0,0
2010-01-16,18,154.0,-12,-7.0,1031.0,0.89,0,0,0,0,0,1
2010-01-16,19,197.0,-12,-7.0,1032.0,1.78,0,0,0,0,0,1
2010-01-16,20,235.0,-12,-8.0,1032.0,2.23,0,0,0,0,0,1
2010-01-16,21,261.0,-12,-9.0,1032.0,3.12,0,0,0,0,0,1
2010-01-16,22,269.0,-13,-11.0,1032.0,0.89,0,0,0,1,0,0
2010-01-16,23,266.0,-14,-11.0,1032.0,2.68,0,0,0,1,0,0
2010-01-17,0,263.0,-15,-12.0,1032.0,5.81,0,0,0,1,0,0
2010-01-17,1,241.0,-14,-11.0,1032.0,0.45,0,0,0,0,0,1
2010-01-17,2,205.0,-14,-11.0,1031.0,1.34,0,0,0,0,0,1
2010-01-17,3,160.0,-14,-12.0,1031.0,1.79,0,0,0,1,0,0
2010-01-17,4,150.0,-14,-12.0,1031.0,3.58,0,0,0,1,0,0
2010-01-17,5,148.0,-14,-10.0,1030.0,6.71,0,0,0,1,0,0
2010-01-17,6,208.0,-14,-11.0,1030.0,9.84,0,0,0,1,0,0
2010-01-17,7,209.0,-15,-10.0,1030.0,11.63,0,0,0,1,0,0
2010-01-17,8,183.0,-13,-10.0,1030.0,14.76,0,0,0,1,0,0
2010-01-17,9,161.0,-13,-8.0,1030.0,17.89,0,0,0,1,0,0
2010-01-17,10,182.0,-12,-6.0,1030.0,0.45,0,0,0,0,0,1
2010-01-17,11,230.0,-11,-5.0,1030.0,1.34,0,0,0,0,0,1
2010-01-17,12,170.0,-11,-4.0,1029.0,2.23,0,0,0,0,0,1
2010-01-17,13,172.0,-11,-3.0,1028.0,3.12,0,0,0,0,0,1
2010-01-17,14,154.0,-10,-1.0,1027.0,4.01,0,0,0,0,0,1
2010-01-17,15,166.0,-11,-1.0,1027.0,4.46,0,0,0,0,0,1
2010-01-17,16,177.0,-10,-1.0,1026.0,0.89,0,0,0,0,1,0
2010-01-17,17,191.0,-10,-3.0,1026.0,1.78,0,0,0,0,1,0
