date,hour,pm2.5,DEWP,TEMP,PRES,ws,s,r,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv
40181,9,86,-11,-9,1023,4.02,1,0,0,0,1,0
40181,10,78,-11,-9,1023,4.02,2,0,0,0,1,0
40181,11,98,-11,-9,1022,4.92,1,0,0,0,1,0
40181,12,107,-11,-9,1021,3.13,1,0,0,0,1,0
40181,13,90,-11,-9,1020,5.81,2,0,0,0,1,0
40181,14,96,-11,-9,1020,4.92,1,0,0,0,1,0
40181,15,95,-11,-9,1020,4.92,1,0,0,0,1,0
40181,16,86,-11,-9,1020,3.13,1,0,0,0,1,0
40181,17,70,-11,-9,1020,3.13,1,0,0,0,1,0
40181,18,61,-11,-9,1021,0.89,1,0,0,0,0,1
40181,19,53,-11,-9,1022,0.89,1,0,0,0,0,1
40181,20,71,-10,-9,1022,2.24,1,0,0,1,0,0
40181,21,72,-11,-10,1023,3.13,1,0,0,1,0,0
40181,22,76,-11,-9,1023,4.02,0,0,0,1,0,0
40181,23,73,-12,-11,1023,3.13,0,0,0,1,0,0
40182,0,79,-14,-12,1023,1.79,0,0,0,1,0,0
40182,1,58,-16,-9,1023,5.81,0,0,0,1,0,0
40182,2,25,-17,-10,1024,8.05,0,0,0,1,0,0
40182,3,26,-18,-11,1024,9.83,0,0,0,1,0,0
40182,4,28,-19,-11,1025,8.94,0,0,0,1,0,0
40182,5,26,-20,-12,1026,7.15,0,0,0,1,0,0
40182,6,20,-21,-12,1027,8.94,0,0,0,1,0,0
40182,7,29,-21,-13,1027,8.94,0,0,0,1,0,0
40182,8,26,-22,-13,1028,7.15,0,0,0,1,0,0
40182,9,27,-22,-13,1029,9.83,0,0,0,1,0,0
40182,10,27,-22,-12,1030,9.83,0,0,0,1,0,0
40182,11,25,-23,-12,1031,8.05,0,0,0,1,0,0
40182,12,29,-21,-11,1030,8.94,0,0,0,1,0,0
40182,13,32,-20,-10,1030,9.83,0,0,0,1,0,0
40182,14,28,-21,-10,1030,8.94,0,0,0,1,0,0
40182,15,29,-21,-9,1030,8.94,0,0,0,1,0,0
40182,16,30,-21,-9,1031,7.15,0,0,0,1,0,0
40182,17,30,-20,-11,1032,7.15,0,0,0,1,0,0
40182,18,28,-23,-11,1032,5.81,0,0,0,1,0,0
40182,19,26,-21,-12,1033,5.81,0,0,0,1,0,0
40182,20,31,-24,-12,1034,8.94,0,0,0,1,0,0
40182,21,33,-24,-13,1034,7.15,0,0,0,1,0,0
40182,22,29,-24,-13,1035,8.05,0,0,0,1,0,0
40182,23,31,-26,-15,1035,3.13,0,0,0,1,0,0
40183,0,30,-26,-17,1035,3.13,0,0,0,1,0,0
40183,1,34,-26,-18,1035,4.02,0,0,0,1,0,0
40183,2,27,-26,-19,1035,3.13,0,0,0,1,0,0
40183,3,25,-27,-18,1035,4.92,0,0,0,1,0,0
40183,4,28,-27,-19,1035,4.92,0,0,0,1,0,0
40183,5,28,-27,-16,1034,4.92,0,0,1,0,0,0
40183,6,27,-26,-16,1035,3.13,0,0,1,0,0,0
40183,7,27,-27,-16,1034,5.81,0,0,1,0,0,0
40183,8,27,-26,-16,1035,4.92,0,0,1,0,0,0
40183,9,29,-26,-15,1035,5.81,0,0,1,0,0,0
40183,10,36,-25,-14,1035,4.92,0,0,1,0,0,0
40183,11,30,-25,-13,1035,4.92,0,0,1,0,0,0
40183,12,27,-25,-12,1034,4.92,0,0,1,0,0,0
40183,13,39,-24,-11,1032,1.79,0,0,1,0,0,0
40183,14,41,-22,-11,1032,0.89,0,0,0,0,0,1
40183,15,33,-23,-11,1031,0.9,0,0,0,1,0,0
40183,16,50,-24,-11,1031,1.79,0,0,0,1,0,0
40183,17,56,-23,-11,1031,1.79,0,0,0,1,0,0
40183,18,59,-23,-11,1032,1.79,0,0,0,1,0,0
40183,19,60,-22,-13,1033,3.13,0,0,0,1,0,0
40183,20,84,-22,-12,1033,3.13,0,0,0,1,0,0
40183,21,106,-24,-18,1033,3.13,0,0,0,1,0,0
40183,22,66,-22,-13,1034,4.02,0,0,0,1,0,0
40183,23,50,-22,-16,1033,3.13,0,0,0,1,0,0
40184,0,56,-25,-17,1033,3.13,0,0,0,1,0,0
40184,1,77,-25,-14,1033,4.02,0,0,1,0,0,0
40184,2,50,-26,-14,1034,4.02,0,0,1,0,0,0
40184,3,44,-26,-14,1033,5.81,0,0,1,0,0,0
40184,4,27,-26,-14,1033,4.02,0,0,1,0,0,0
40184,5,28,-26,-14,1033,5.81,0,0,1,0,0,0
40184,6,21,-26,-14,1033,4.92,0,0,1,0,0,0
40184,7,25,-26,-15,1034,4.92,0,0,1,0,0,0
40184,8,20,-26,-14,1034,5.81,0,0,1,0,0,0
40184,9,29,-25,-13,1035,4.92,0,0,1,0,0,0
40184,10,34,-25,-12,1035,5.81,0,0,1,0,0,0
40184,11,42,-24,-11,1035,4.92,0,0,1,0,0,0
40184,12,28,-24,-10,1034,4.02,0,0,1,0,0,0
40184,13,36,-22,-10,1033,4.02,0,0,0,1,0,0
40184,14,48,-22,-9,1033,1.79,0,0,0,1,0,0
40184,15,49,-22,-8,1033,0.89,0,0,0,0,0,1
40184,16,52,-22,-8,1033,0.9,0,0,0,1,0,0
40184,17,56,-21,-9,1033,1.79,0,0,0,1,0,0
40184,18,96,-22,-9,1033,1.79,0,0,0,1,0,0
40184,19,75,-22,-14,1034,0.89,0,0,0,0,0,1
40184,20,105,-22,-12,1035,0.9,0,0,0,1,0,0
40184,21,132,-21,-14,1034,1.79,0,0,0,1,0,0
40184,22,93,-22,-16,1035,1.79,0,0,0,1,0,0
40184,23,131,-21,-16,1035,1.79,0,0,0,1,0,0
40186,0,210,-21,-17,1031,1.79,0,0,0,1,0,0
40186,1,195,-19,-16,1031,1.79,0,0,0,1,0,0
40186,2,275,-20,-16,1031,0.89,0,0,1,0,0,0
40186,3,164,-19,-15,1030,0,0,0,0,0,1,0
40186,4,110,-18,-15,1030,0.45,0,0,0,0,0,1
40186,5,100,-18,-15,1029,0.89,0,0,0,0,0,1
40186,6,81,-18,-15,1029,0.45,0,0,0,1,0,0
40186,7,71,-16,-13,1029,0.89,0,0,1,0,0,0
40186,8,66,-16,-12,1029,0,0,0,0,0,1,0
40186,9,92,-16,-12,1030,0.89,0,0,0,0,1,0
40186,10,135,-17,-10,1030,0.89,0,0,1,0,0,0
40186,11,155,-16,-10,1029,0,0,0,0,0,0,1
40186,12,198,-16,-9,1028,2.24,0,0,0,0,1,0
40186,13,250,-15,-8,1026,1.79,0,0,0,0,1,0
40186,14,200,-16,-8,1026,0.89,0,0,0,0,0,1
40186,15,231,-16,-8,1025,0.89,0,0,0,0,0,1
40186,16,250,-16,-8,1025,0.89,0,0,0,0,0,1
40186,17,212,-17,-8,1025,0.89,0,0,0,0,1,0
40186,18,219,-17,-9,1026,0.45,0,0,0,0,0,1
40186,19,227,-17,-11,1026,0.89,0,0,0,0,0,1
40186,20,226,-17,-12,1026,0.45,0,0,0,0,0,1
40186,21,225,-18,-14,1027,0,0,0,0,1,0,0
40186,22,168,-16,-9,1027,3.13,0,0,0,1,0,0
40186,23,169,-16,-11,1027,1.79,0,0,0,1,0,0
40187,0,165,-17,-13,1027,0.89,0,0,0,0,0,1
40187,1,159,-17,-13,1027,2.24,0,0,0,1,0,0
40187,2,167,-17,-14,1027,1.79,0,0,0,1,0,0
40187,3,196,-17,-15,1027,3.13,0,0,0,1,0,0
40187,4,169,-17,-13,1027,1.79,0,0,0,1,0,0
40187,5,155,-19,-16,1027,4.02,0,0,0,1,0,0
40187,6,119,-18,-15,1027,4.02,0,0,0,1,0,0
40187,7,106,-19,-15,1027,4.02,0,0,0,1,0,0
40187,8,93,-18,-14,1028,4.02,0,0,0,1,0,0
40187,9,84,-18,-9,1029,5.81,0,0,1,0,0,0
40187,10,73,-17,-7,1029,5.81,0,0,1,0,0,0
40187,11,66,-17,-6,1030,5.81,0,0,1,0,0,0
40187,12,40,-16,-6,1029,5.81,0,0,1,0,0,0
40187,13,49,-16,-5,1029,4.92,0,0,1,0,0,0
40187,14,50,-15,-4,1029,4.92,0,0,1,0,0,0
40187,15,49,-14,-4,1028,4.02,0,0,1,0,0,0
40187,16,41,-15,-4,1029,1.79,0,0,1,0,0,0
40187,17,37,-15,-4,1030,1.79,0,0,0,1,0,0
40187,18,45,-15,-7,1030,1.34,0,0,1,0,0,0
40187,19,44,-15,-6,1031,0,0,0,0,1,0,0
40187,20,54,-15,-7,1032,1.79,0,0,0,1,0,0
40187,21,50,-15,-6,1032,3.13,0,0,1,0,0,0
40187,22,47,-15,-8,1033,0.45,0,0,0,0,0,1
40187,23,66,-15,-8,1033,0.45,0,0,0,0,0,1
40188,0,75,-15,-11,1033,0.89,0,0,0,1,0,0
40188,1,82,-17,-13,1033,0.89,0,0,0,1,0,0
40188,2,66,-17,-12,1033,3.13,0,0,0,1,0,0
40188,3,83,-17,-13,1033,3.13,0,0,0,1,0,0
40188,4,62,-19,-14,1032,1.79,0,0,0,1,0,0
40188,5,40,-18,-13,1032,3.13,0,0,0,1,0,0
40188,6,23,-19,-13,1032,3.13,0,0,0,1,0,0
40188,7,25,-19,-14,1033,3.13,0,0,0,1,0,0
40188,8,27,-19,-14,1034,3.13,0,0,0,1,0,0
40188,9,35,-17,-12,1033,1.79,0,0,0,1,0,0
40188,10,50,-16,-7,1033,4.02,0,0,1,0,0,0
40188,11,70,-15,-7,1033,3.13,0,0,0,1,0,0
40188,12,75,-15,-7,1032,3.13,0,0,0,1,0,0
40188,13,58,-14,-6,1031,3.13,0,0,0,1,0,0
40188,14,70,-14,-6,1031,3.13,0,0,0,1,0,0
40188,15,68,-13,-5,1030,1.79,0,0,0,1,0,0
40188,16,71,-14,-5,1031,1.79,0,0,0,1,0,0
40188,17,88,-14,-6,1031,3.13,0,0,0,1,0,0
40188,18,84,-13,-7,1032,4.02,0,0,0,1,0,0
40188,19,83,-15,-6,1032,4.02,0,0,0,1,0,0
40188,20,66,-15,-6,1033,3.13,0,0,0,1,0,0
40188,21,27,-15,-4,1034,4.92,0,0,0,1,0,0
40188,22,24,-16,-4,1034,8.94,0,0,0,1,0,0
40188,23,22,-17,-5,1035,8.05,0,0,0,1,0,0
40189,0,23,-17,-6,1035,8.05,0,0,0,1,0,0
40189,1,27,-17,-8,1035,0.89,0,0,0,0,0,1
40189,2,23,-19,-11,1036,3.13,0,0,0,1,0,0
40189,3,17,-20,-11,1036,4.92,0,0,0,1,0,0
40189,4,17,-21,-11,1035,4.02,0,0,1,0,0,0
40189,5,16,-22,-12,1035,3.13,0,0,0,1,0,0
40189,6,16,-22,-12,1035,1.79,0,0,1,0,0,0
40189,7,20,-22,-13,1036,0.89,0,0,0,1,0,0
40189,8,20,-22,-9,1036,8.05,0,0,0,1,0,0
40189,9,18,-22,-10,1036,8.05,0,0,0,1,0,0
40189,10,25,-22,-9,1036,7.15,0,0,0,1,0,0
40189,11,26,-21,-9,1036,4.02,0,0,0,1,0,0
40189,12,27,-20,-6,1035,8.94,0,0,0,1,0,0
40189,13,28,-19,-5,1034,8.94,0,0,0,1,0,0
40189,14,15,-19,-5,1033,8.05,0,0,0,1,0,0
40189,15,24,-20,-5,1033,7.15,0,0,0,1,0,0
40189,16,13,-20,-5,1032,5.81,0,0,0,1,0,0
40189,17,13,-20,-5,1033,4.92,0,0,0,1,0,0
40189,18,13,-20,-7,1033,4.92,0,0,0,1,0,0
40189,19,17,-22,-7,1033,4.02,0,0,0,1,0,0
40189,20,20,-22,-8,1033,4.02,0,0,0,1,0,0
40189,21,27,-23,-10,1033,1.79,0,0,0,1,0,0
40189,22,20,-23,-13,1033,1.79,0,0,0,1,0,0
40189,23,15,-22,-12,1032,0.89,0,0,0,0,0,1
40190,0,21,-22,-15,1031,0.89,0,0,0,0,0,1
40190,1,21,-22,-14,1031,0.01,0,0,1,0,0,0
40190,2,37,-22,-14,1031,0.89,0,0,0,1,0,0
40190,3,26,-24,-18,1030,0.9,0,0,1,0,0,0
40190,4,15,-24,-13,1030,1.79,0,0,1,0,0,0
40190,5,9,-25,-14,1030,3.13,0,0,0,1,0,0
40190,6,11,-24,-14,1030,4.02,0,0,0,1,0,0
40190,7,11,-25,-12,1030,5.81,0,0,0,1,0,0
40190,8,16,-26,-14,1030,4.02,0,0,0,1,0,0
40190,9,13,-25,-12,1031,4.02,0,0,0,1,0,0
40190,10,15,-25,-11,1031,5.81,0,0,0,1,0,0
40190,11,21,-24,-11,1030,8.94,0,0,0,1,0,0
40190,12,24,-23,-11,1029,12.07,0,0,0,1,0,0
40190,13,22,-22,-11,1029,15.2,0,0,0,1,0,0
40190,14,22,-23,-11,1029,12.96,0,0,0,1,0,0
40190,15,22,-22,-11,1029,12.07,0,0,0,1,0,0
40190,16,19,-23,-11,1030,12.96,0,0,0,1,0,0
40190,17,23,-24,-11,1030,8.05,0,0,0,1,0,0
40190,18,25,-24,-11,1032,8.94,0,0,0,1,0,0
40190,19,25,-23,-11,1032,8.05,0,0,0,1,0,0
40190,20,31,-23,-12,1032,8.05,0,0,0,1,0,0
40190,21,25,-24,-12,1033,8.05,0,0,0,1,0,0
40190,22,22,-23,-12,1033,8.05,0,0,0,1,0,0
40190,23,22,-23,-12,1034,9.83,0,0,0,1,0,0
40191,0,15,-24,-12,1034,9.83,0,0,0,1,0,0
40191,1,16,-24,-12,1033,8.94,0,0,0,1,0,0
40191,2,11,-25,-12,1033,11.18,0,0,0,1,0,0
40191,3,11,-24,-13,1033,8.05,0,0,0,1,0,0
40191,4,12,-25,-12,1032,7.15,0,0,0,1,0,0
40191,5,11,-25,-12,1033,9.83,0,0,0,1,0,0
40191,6,12,-25,-12,1032,11.18,0,0,0,1,0,0
40191,7,27,-25,-12,1032,8.94,0,0,0,1,0,0
40191,8,28,-25,-12,1032,8.05,0,0,0,1,0,0
40191,9,34,-23,-11,1033,8.94,0,0,0,1,0,0
40191,10,33,-23,-10,1033,5.81,0,0,0,1,0,0
40191,11,36,-22,-9,1033,5.81,0,0,0,1,0,0
40191,12,26,-21,-8,1031,7.15,0,0,0,1,0,0
40191,13,49,-21,-6,1030,8.05,0,0,0,1,0,0
40191,14,52,-20,-5,1029,8.05,0,0,0,1,0,0
40191,15,47,-22,-5,1028,7.15,0,0,0,1,0,0
40191,16,47,-21,-5,1028,4.92,0,0,0,1,0,0
40191,17,39,-19,-7,1028,1.79,0,0,0,0,1,0
40191,18,59,-19,-8,1028,0.45,0,0,0,0,0,1
40191,19,76,-20,-9,1028,0.89,0,0,0,0,0,1
40191,20,96,-19,-10,1027,0.45,0,0,0,0,1,0
40191,21,95,-19,-13,1027,0.89,0,0,0,0,0,1
40191,22,68,-18,-12,1027,0.89,0,0,0,0,0,1
40191,23,65,-18,-13,1027,0.89,0,0,1,0,0,0
40193,0,36,-19,-7,1034,12.97,0,0,1,0,0,0
40193,1,37,-17,-8,1035,5.81,0,0,0,1,0,0
40193,2,30,-18,-10,1035,5.81,0,0,0,1,0,0
40193,3,18,-19,-10,1036,3.13,0,0,0,1,0,0
40193,4,21,-19,-9,1036,4.92,0,0,0,1,0,0
40193,5,13,-19,-9,1036,7.15,0,0,1,0,0,0
40193,6,23,-20,-9,1037,5.81,0,0,1,0,0,0
40193,7,26,-19,-9,1037,5.81,0,0,1,0,0,0
40193,8,27,-19,-8,1038,4.02,0,0,1,0,0,0
40193,9,30,-19,-8,1039,5.81,0,0,1,0,0,0
40193,10,28,-19,-7,1039,7.15,0,0,1,0,0,0
40193,11,26,-18,-6,1039,5.81,0,0,1,0,0,0
40193,12,26,-18,-5,1039,4.02,0,0,1,0,0,0
40193,13,31,-17,-4,1038,1.79,0,0,0,1,0,0
40193,14,35,-16,-3,1037,0.89,0,0,0,0,0,1
40193,15,36,-17,-3,1037,0.89,0,0,0,0,0,1
40193,16,37,-17,-2,1037,0.45,0,0,0,0,0,1
40193,17,64,-15,-5,1036,0.89,0,0,0,0,1,0
40193,18,83,-15,-6,1036,0,0,0,0,0,0,1
40193,19,91,-15,-6,1037,0.89,0,0,0,0,0,1
40193,20,90,-14,-6,1037,0.01,0,0,0,0,1,0
40193,21,102,-14,-8,1036,1.79,0,0,0,0,1,0
40193,22,94,-14,-10,1037,0.89,0,0,0,0,0,1
40193,23,87,-15,-11,1036,0.89,0,0,0,0,0,1
40194,0,141,-15,-11,1036,0.89,0,0,0,0,0,1
40194,1,211,-16,-13,1036,0.89,0,0,1,0,0,0
40194,2,242,-16,-12,1036,0,0,0,0,0,0,1
40194,3,271,-16,-13,1035,0,0,0,1,0,0,0
40194,4,249,-15,-12,1035,0.89,0,0,1,0,0,0
40194,5,200,-14,-10,1034,0.01,0,0,0,1,0,0
40194,6,147,-15,-10,1034,0.89,0,0,0,1,0,0
40194,7,114,-15,-11,1034,1.79,0,0,0,1,0,0
40194,8,102,-15,-11,1034,1.79,0,0,0,1,0,0
40194,9,108,-14,-9,1034,1.79,0,0,0,1,0,0
40194,10,135,-14,-9,1034,1.79,0,0,0,1,0,0
40194,11,120,-13,-6,1034,0.89,0,0,0,0,0,1
40194,12,148,-13,-5,1033,0.9,0,0,0,1,0,0
40194,13,127,-12,-4,1031,0.89,0,0,0,0,0,1
40194,14,128,-12,-3,1031,0.89,0,0,0,0,0,1
40194,15,140,-12,-3,1030,0.89,0,0,0,0,0,1
40194,16,148,-11,-3,1030,0.89,0,0,0,0,0,1
40194,17,150,-11,-4,1031,0.89,0,0,1,0,0,0
40194,18,154,-12,-7,1031,0,0,0,0,0,0,1
40194,19,197,-12,-7,1032,0.89,0,0,0,0,0,1
40194,20,235,-12,-8,1032,0.45,0,0,0,0,0,1
40194,21,261,-12,-9,1032,0.89,0,0,0,0,0,1
40194,22,269,-13,-11,1032,0.89,0,0,0,1,0,0
40194,23,266,-14,-11,1032,1.79,0,0,0,1,0,0
40195,0,263,-15,-12,1032,3.13,0,0,0,1,0,0
40195,1,241,-14,-11,1032,0.45,0,0,0,0,0,1
40195,2,205,-14,-11,1031,0.89,0,0,0,0,0,1
40195,3,160,-14,-12,1031,0.45,0,0,0,1,0,0
40195,4,150,-14,-12,1031,1.79,0,0,0,1,0,0
40195,5,148,-14,-10,1030,3.13,0,0,0,1,0,0
40195,6,208,-14,-11,1030,3.13,0,0,0,1,0,0
40195,7,209,-15,-10,1030,1.79,0,0,0,1,0,0
40195,8,183,-13,-10,1030,3.13,0,0,0,1,0,0
40195,9,161,-13,-8,1030,3.13,0,0,0,1,0,0
40195,10,182,-12,-6,1030,0.45,0,0,0,0,0,1
40195,11,230,-11,-5,1030,0.89,0,0,0,0,0,1
40195,12,170,-11,-4,1029,0.89,0,0,0,0,0,1
40195,13,172,-11,-3,1028,0.89,0,0,0,0,0,1
40195,14,154,-10,-1,1027,0.89,0,0,0,0,0,1
40195,15,166,-11,-1,1027,0.45,0,0,0,0,0,1
40195,16,177,-10,-1,1026,0.89,0,0,0,0,1,0
40195,17,191,-10,-3,1026,0.89,0,0,0,0,1,0
40195,18,212,-10,-5,1027,0.89,0,0,0,0,1,0
40195,19,250,-10,-6,1027,0.89,0,0,1,0,0,0
40195,20,268,-11,-7,1027,0.45,0,0,0,0,0,1
40195,21,317,-10,-7,1027,0.45,0,0,0,0,0,1
40195,22,291,-11,-9,1027,0.45,0,0,0,0,0,1
40195,23,313,-12,-9,1027,0.89,0,0,1,0,0,0
40196,0,282,-12,-10,1028,0,0,0,0,0,0,1
40196,1,282,-13,-11,1028,2.24,0,0,0,1,0,0
40196,2,303,-11,-9,1028,1.79,0,0,0,1,0,0
40196,3,349,-13,-10,1028,1.79,0,0,0,1,0,0
40196,4,407,-13,-11,1028,0.89,0,0,0,1,0,0
40196,5,361,-13,-11,1027,1.79,0,0,1,0,0,0
40196,6,234,-14,-11,1028,0.89,0,0,0,1,0,0
40196,7,149,-14,-11,1028,3.13,0,0,0,1,0,0
40196,8,147,-14,-11,1028,1.79,0,0,0,1,0,0
40196,9,184,-11,-6,1028,4.02,0,0,0,1,0,0
40196,10,161,-10,-5,1028,1.79,0,0,0,1,0,0
40196,11,137,-9,-3,1028,1.79,0,0,0,1,0,0
40196,12,146,-8,-1,1027,1.79,0,0,0,1,0,0
40196,13,144,-9,0,1026,1.79,0,0,0,1,0,0
40196,14,154,-9,1,1025,1.79,0,0,1,0,0,0
40196,15,173,-9,1,1025,0.89,0,0,0,0,0,1
40196,16,188,-8,1,1025,0,0,0,0,0,1,0
40196,17,203,-7,-1,1025,1.79,0,0,0,0,1,0
40196,18,233,-7,-2,1025,0.89,0,0,0,0,0,1
40196,19,408,-7,-3,1025,0,0,0,0,0,1,0
40196,20,435,-5,-2,1026,0,0,0,0,0,0,1
40196,21,403,-5,-1,1026,0.9,0,0,0,1,0,0
40196,22,360,-5,-1,1026,1.79,0,0,0,1,0,0
40196,23,402,-6,-1,1026,0.89,0,0,0,0,0,1
40197,0,358,-4,-1,1025,0.9,0,0,0,1,0,0
40197,1,383,-5,-1,1024,3.13,0,0,0,1,0,0
40197,2,332,-5,-1,1024,1.79,0,0,0,1,0,0
40197,3,274,-5,-1,1023,1.79,0,0,0,1,0,0
40197,4,256,-4,-1,1022,1.79,0,0,0,1,0,0
40197,5,302,-4,-1,1021,0.89,0,0,0,1,0,0
40197,6,330,-4,-1,1021,0.89,0,0,0,1,0,0
40197,7,367,-4,-1,1021,1.79,0,0,0,1,0,0
40197,8,297,-4,0,1021,0.89,0,0,0,0,0,1
40197,9,331,-4,0,1021,0.9,0,0,0,1,0,0
40197,10,323,-4,0,1021,0.89,0,0,0,0,0,1
40197,11,339,-5,1,1021,0.9,0,0,0,1,0,0
40197,12,301,-5,1,1020,0.89,0,0,0,0,0,1
40197,13,310,-4,1,1019,0.45,0,0,0,0,0,1
40197,14,305,-4,1,1018,0.89,0,0,1,0,0,0
40197,15,313,-3,2,1018,0.45,0,0,0,0,0,1
40197,16,336,-3,2,1018,0.89,0,0,0,0,0,1
40197,17,357,-2,2,1018,0.89,0,0,1,0,0,0
40197,18,485,-3,1,1018,0,0,0,0,0,0,1
40197,19,426,-3,2,1020,0.9,0,0,0,1,0,0
40197,20,403,-3,1,1020,3.13,0,0,0,1,0,0
40197,21,374,-3,0,1021,1.79,0,0,0,1,0,0
40197,22,333,-3,0,1021,1.79,0,0,0,1,0,0
40197,23,343,-3,1,1020,3.13,0,0,0,1,0,0
40198,0,364,-2,0,1021,3.13,0,0,0,1,0,0
40198,1,389,-2,-1,1022,1.79,0,0,0,1,0,0
40198,2,368,-4,-2,1022,3.13,0,0,0,1,0,0
40198,3,267,-2,-1,1023,5.81,0,0,0,1,0,0
40198,4,71,-3,1,1023,3.13,0,0,0,1,0,0
40198,5,81,-3,0,1024,3.13,0,0,0,1,0,0
40198,6,51,-5,2,1026,4.92,0,0,0,1,0,0
40198,7,49,-9,1,1027,4.92,0,0,0,1,0,0
40198,8,44,-10,0,1028,7.15,0,0,0,1,0,0
40198,9,45,-10,0,1030,7.15,0,0,0,1,0,0
40198,10,35,-11,1,1032,7.15,0,0,0,1,0,0
40198,11,29,-13,0,1033,8.05,0,0,0,1,0,0
40198,12,27,-13,0,1033,7.15,0,0,0,1,0,0
40198,13,29,-13,-1,1033,8.05,0,0,1,0,0,0
40198,14,16,-13,-1,1032,7.15,0,0,0,1,0,0
40198,15,23,-15,-1,1032,5.81,0,0,1,0,0,0
40198,16,28,-14,-1,1033,0,0,0,0,1,0,0
40198,17,22,-15,-2,1033,7.15,0,0,0,1,0,0
40198,18,11,-16,-3,1034,8.05,0,0,0,1,0,0
40198,19,25,-17,-4,1035,7.15,0,0,0,1,0,0
40198,20,16,-19,-3,1036,9.83,0,0,0,1,0,0
40198,21,20,-18,-4,1037,8.94,0,0,0,1,0,0
40198,22,20,-19,-4,1038,8.94,0,0,0,1,0,0
40198,23,18,-19,-5,1038,9.83,0,0,0,1,0,0
40200,0,35,-18,-6,1036,7.6,0,0,0,1,0,0
40200,1,29,-20,-4,1037,9.83,0,0,0,1,0,0
40200,2,26,-21,-5,1037,9.83,0,0,0,1,0,0
40200,3,18,-21,-6,1037,8.05,0,0,0,1,0,0
40200,4,15,-20,-7,1036,7.15,0,0,0,1,0,0
40200,5,15,-20,-7,1035,5.81,0,0,0,1,0,0
40200,6,22,-20,-7,1035,5.81,0,0,0,1,0,0
40200,7,21,-20,-7,1036,4.92,0,0,0,1,0,0
40200,8,19,-19,-7,1036,4.92,0,0,0,1,0,0
40200,9,22,-20,-5,1036,4.02,0,0,0,1,0,0
40200,10,25,-19,-4,1036,7.15,0,0,0,1,0,0
40200,11,22,-19,-4,1036,8.94,0,0,0,1,0,0
40200,12,26,-19,-3,1035,11.18,0,0,0,1,0,0
40200,13,32,-18,-3,1034,9.83,0,0,0,1,0,0
40200,14,30,-19,-2,1033,9.83,0,0,0,1,0,0
40200,15,32,-18,-2,1032,9.83,0,0,0,1,0,0
40200,16,30,-18,-2,1032,8.94,0,0,0,1,0,0
40200,17,32,-18,-2,1032,5.81,0,0,0,1,0,0
40200,18,37,-18,-3,1032,4.92,0,0,0,1,0,0
40200,19,49,-17,-5,1033,4.92,0,0,0,1,0,0
40200,20,47,-18,-4,1033,4.02,0,0,0,1,0,0
40200,21,39,-17,-4,1032,5.81,0,0,0,1,0,0
40200,22,35,-17,-4,1032,4.92,0,0,0,1,0,0
40200,23,48,-17,-7,1032,4.02,0,0,0,1,0,0
40201,0,49,-17,-4,1033,4.02,0,0,0,1,0,0
40201,1,24,-17,-8,1033,0.89,0,0,0,0,0,1
40201,2,23,-17,-5,1032,4.03,0,0,0,1,0,0
40201,3,20,-18,-6,1032,3.13,0,0,0,1,0,0
